city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	audio_evidence	visual_evidence	evidence_date	date_source	average_daylight_hours	day_duration	time_of_day	apparition_type	event_type	year	has_witnesses	State	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description	extracted_location_name	extracted_latitude	extracted_longitude	location_source	PERSON	ORG	GPE	LOC	DATE	NORP	PRODUCT	EVENT	FAC	LAW	WORK_OF_ART	LANGUAGE	MONEY	PERCENT	QUANTITY	TIME	ORDINAL	CARDINAL	GHOST_TYPE	HAUNTED_LOCATION	PERSON_SPACY_SCORE	PERSON_RULE_SCORE	PERSON_NLTK_SCORE	ORG_SPACY_SCORE	ORG_RULE_SCORE	ORG_NLTK_SCORE	GPE_SPACY_SCORE	GPE_RULE_SCORE	GPE_NLTK_SCORE	LOC_SPACY_SCORE	LOC_RULE_SCORE	LOC_NLTK_SCORE	DATE_SPACY_SCORE	DATE_RULE_SCORE	DATE_NLTK_SCORE	NORP_SPACY_SCORE	NORP_RULE_SCORE	NORP_NLTK_SCORE	PRODUCT_SPACY_SCORE	PRODUCT_RULE_SCORE	PRODUCT_NLTK_SCORE	EVENT_SPACY_SCORE	EVENT_RULE_SCORE	EVENT_NLTK_SCORE	FAC_SPACY_SCORE	FAC_RULE_SCORE	FAC_NLTK_SCORE	LAW_SPACY_SCORE	LAW_RULE_SCORE	LAW_NLTK_SCORE	WORK_OF_ART_SPACY_SCORE	WORK_OF_ART_RULE_SCORE	WORK_OF_ART_NLTK_SCORE	LANGUAGE_SPACY_SCORE	LANGUAGE_RULE_SCORE	LANGUAGE_NLTK_SCORE	MONEY_SPACY_SCORE	MONEY_RULE_SCORE	MONEY_NLTK_SCORE	PERCENT_SPACY_SCORE	PERCENT_RULE_SCORE	PERCENT_NLTK_SCORE	QUANTITY_SPACY_SCORE	QUANTITY_RULE_SCORE	QUANTITY_NLTK_SCORE	TIME_SPACY_SCORE	TIME_RULE_SCORE	TIME_NLTK_SCORE	ORDINAL_SPACY_SCORE	ORDINAL_RULE_SCORE	ORDINAL_NLTK_SCORE	CARDINAL_SPACY_SCORE	CARDINAL_RULE_SCORE	CARDINAL_NLTK_SCORE	GHOST_TYPE_SPACY_SCORE	GHOST_TYPE_RULE_SCORE	GHOST_TYPE_NLTK_SCORE	HAUNTED_LOCATION_SPACY_SCORE	HAUNTED_LOCATION_RULE_SCORE	HAUNTED_LOCATION_NLTK_SCORE	spacy_entities	nltk_entities
Miamisburg	United States	Employees that go into the basement feel like they are being watched. Several employees have heard children laughing after hours, have seen shadows, backed up in to something large but nothing is there, and had their hair pulled in the basement. A bald man has been seen upstairs in the kitchen staring at the oven when only employees were in the store and plants have been seen swinging in the dining room when there is no air circulating.	Arby's	ohio	OH	-84.26529459999999	39.6391187	-84.2866083	39.6428362	False	True	2025/05/26	wikipedia	13.183333333333334		Unknown	Shadow Figure	Unknown	2025	True																																		Arby's	39.6391187	-84.26529459999999	original																hours (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																		hours (Score: 0.0000)	hours (Score: 0.4000)														"[{""text"": ""hours"", ""label"": ""TIME"", ""start"": 123, ""end"": 128, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Miamisburg	United States	The Cemetery is very old and has grave stones going back to the late 1800s/early 1900's and is very haunted But one of many is there is a family grave site where many people have said to have witnessed a young girl sitting over a grave crying(believed to be her mother) . Many people have tried to give their assistance to the girl but she only looks at them and disappears . Another site is of a 19 year old girls grave from the late 1800s , she is said to have been a preachers daughter but betrayed him in not believing the religion he taught, so her family disowned her and she killed herself . The bible on top of her grave is said to be broken in half sometimes and sometimes appears perfectly normal.	Hill Grove Cemetery	ohio	OH	-84.274625	39.6392318	-84.2866083	39.6428362	False	True	2025/05/26	wikipedia			Afternoon	Unknown	Murder	2025	True																																		Hill Grove	40.17755	-84.76829	description					the late 1800s (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 19 year old (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the late 1800s (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													one (SpaCy_Score: 0.0000, Rule_Score: 0.4000), half (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															the late 1800s (Score: 0.0000), 19 year old (Score: 0.0000), the late 1800s (Score: 0.0000)	the late 1800s (Score: 0.4000), 19 year old (Score: 0.4000), the late 1800s (Score: 0.4000)																																						one (Score: 0.0000), half (Score: 0.0000)	one (Score: 0.4000), half (Score: 0.4000)								"[{""text"": ""the late 1800s"", ""label"": ""DATE"", ""start"": 60, ""end"": 74, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one"", ""label"": ""CARDINAL"", ""start"": 112, ""end"": 115, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""19 year old"", ""label"": ""DATE"", ""start"": 397, ""end"": 408, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the late 1800s"", ""label"": ""DATE"", ""start"": 426, ""end"": 440, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""half"", ""label"": ""CARDINAL"", ""start"": 653, ""end"": 657, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Miamisburg	United States	The girls bathroom by the 4th grade hall are haunted by a young girl who was murdered by one of the workers that had helped build the school, she was supposed to be a 4th grader now, two girls see her every time they go into the bathroom. If you look into the mirror for 5 seconds without blinking you will see blood running down the mirror, and you will see a girl with blond hair. WARNING: DON'T TRY TO TALK TO HER	Medlar View Elementary	ohio	OH	-84.2552893	39.6050643	-84.2866083	39.6428362	False	False	2025/02/26	wikipedia	13.5		Morning	Unknown	Supernatural Phenomenon	2025	True																																		Medlar View Elementary	39.6050643	-84.2552893	original																5 seconds (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	4th (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 4th (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	one (SpaCy_Score: 0.0000, Rule_Score: 0.4000), two (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																5 seconds (Score: 0.0000)	5 seconds (Score: 0.4000)		4th (Score: 0.0000), 4th (Score: 0.0000)	4th (Score: 0.4000), 4th (Score: 0.4000)		one (Score: 0.0000), two (Score: 0.0000)	one (Score: 0.4000), two (Score: 0.4000)								"[{""text"": ""4th"", ""label"": ""ORDINAL"", ""start"": 26, ""end"": 29, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one"", ""label"": ""CARDINAL"", ""start"": 89, ""end"": 92, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""4th"", ""label"": ""ORDINAL"", ""start"": 167, ""end"": 170, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""two"", ""label"": ""CARDINAL"", ""start"": 183, ""end"": 186, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""5 seconds"", ""label"": ""TIME"", ""start"": 271, ""end"": 280, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Middletown	United States	People say that a young girl haunts Jefferson. Jefferson has been known to be built on an old ancient burial ground. Janitors and the gym teachers have reported hearing balls bouncing in the gym and little children laughing and playing about on the gym stage. - June 2005 Update: The school was torn down in the Summer of 2003.	Jefferson Elementary	ohio	OH	-84.554699	39.392988	-84.39827629999999	39.5150576	False	False	1743/02/26	wikipedia	13.5		Morning	Unknown	Supernatural Phenomenon	1743	True																																		Jefferson Elementary	39.392988	-84.554699	original			Jefferson (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Jefferson (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		June 2005 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the Summer of 2003 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																						Jefferson (Score: 0.0000), Jefferson (Score: 0.0000)	Jefferson (Score: 0.4000), Jefferson (Score: 0.4000)					June 2005 (Score: 0.0000), the Summer of 2003 (Score: 0.0000)	June 2005 (Score: 0.4000), the Summer of 2003 (Score: 0.4000)																																															"[{""text"": ""Jefferson"", ""label"": ""GPE"", ""start"": 36, ""end"": 45, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Jefferson"", ""label"": ""GPE"", ""start"": 47, ""end"": 56, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""June 2005"", ""label"": ""DATE"", ""start"": 262, ""end"": 271, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the Summer of 2003"", ""label"": ""DATE"", ""start"": 308, ""end"": 326, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Middletown	United States	Some that have stayed there say every night you can see and hear the old residents still walking through the tunnel and about the mansion, an actress that use to work there supposedly disappeared one night never to be seen again but she left her red dress. Some janitors have reported hearing a woman singing back where the dressing rooms are and when they go back there is a lady wearing a red dress putting on makeup but when she sees them staring she looks frightened and disappears just like in real life.	Sorg Mansion and Opera House	ohio	OH	-84.4053656	39.5160943	-84.39827629999999	39.5150576	True	True	1990/02/26	wikipedia	13.5		Afternoon	Unknown	Unknown	1990	True																																		Sorg Mansion and Opera House	39.5160943	-84.4053656	original																one night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																		one night (Score: 0.0000)	one night (Score: 0.4000)														"[{""text"": ""one night"", ""label"": ""TIME"", ""start"": 196, ""end"": 205, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Middletown	United States	At Vail in the 60's or 70's a gay gym teacher killed her self in the girls locker room to get away from the taunting other female gym teachers she broke a mirror and slit her wrists in the 4 locker stall they say that if you go down there during gym or after school hours you can hear locker doors slamming shut and here basketballs bouncing and there have also been sightings of her running on the track on top of the gym.	Stephen Vail middle school	ohio	OH	-84.3999551	39.51237589999999	-84.39827629999999	39.5150576	True	True	1962/02/26	wikipedia	13.3		Morning	Unknown	Murder	1962	True																																		Town of Middletown	41.54764	-72.65488	description			Vail (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		60 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 70 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													4 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									Vail (Score: 0.0000)	Vail (Score: 0.4000)					60 (Score: 0.0000), 70 (Score: 0.0000)	60 (Score: 0.4000), 70 (Score: 0.4000)																																						4 (Score: 0.0000)	4 (Score: 0.4000)								"[{""text"": ""Vail"", ""label"": ""GPE"", ""start"": 3, ""end"": 7, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""60"", ""label"": ""DATE"", ""start"": 15, ""end"": 17, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""70"", ""label"": ""DATE"", ""start"": 23, ""end"": 25, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""4"", ""label"": ""CARDINAL"", ""start"": 189, ""end"": 190, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Middletown	United States	The story goes that back in the mid 1800s 5 men were hung for a robbery of a bank in another state. If you go there late at night you will see the glimmers of 5 men hanging from a tree that no longer stands. The tree was removed when the cemetery was being put in because people claimed they seen these ghosts and thought removing the tree might stop.	Woodside Cemetery	ohio	OH	-84.4054477	39.4981283	-84.39827629999999	39.5150576	False	True	2025/02/26	wikipedia			Afternoon	Ghost Light	Unknown	2025	True																																		Woodside Cemetery	39.4981283	-84.4054477	original					the mid 1800s (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													5 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 5 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															the mid 1800s (Score: 0.0000)	the mid 1800s (Score: 0.4000)																																						5 (Score: 0.0000), 5 (Score: 0.0000)	5 (Score: 0.4000), 5 (Score: 0.4000)								"[{""text"": ""the mid 1800s"", ""label"": ""DATE"", ""start"": 28, ""end"": 41, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""5"", ""label"": ""CARDINAL"", ""start"": 42, ""end"": 43, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""5"", ""label"": ""CARDINAL"", ""start"": 159, ""end"": 160, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Milan	United States	"is rumored to be the stomping grounds of many an restless specter. Lights have been reported to float around the grounds and most bizarre of all is a crucifix - shaped tombstone which seems to ""glow"" occasionally at night."	Milan cemetery	ohio	OH	-82.5972958	41.2935962	-82.6054547	41.29755189999999	False	True	1987/04/11	wikipedia	13.3		Afternoon	Ghost	Supernatural Phenomenon	1987	True																																		Milan	45.46427	9.18951	description																night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																		night (Score: 0.0000)	night (Score: 0.4000)														"[{""text"": ""night"", ""label"": ""TIME"", ""start"": 216, ""end"": 221, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Milan	United States	"People have heard strange noises and mysterious music. They have also seen angel like figures. One little boy said, ""Who's that pretty lady?"" When there was no one there."	Thomas Edison Birthplace Museum	ohio	OH	-82.6045221	41.3000479	-82.6054547	41.29755189999999	True	True	1972/02/26	wikipedia	13.3		Afternoon	Mist	Supernatural Phenomenon	1972	True																																		Thomas Edison Birthplace Museum	41.3000479	-82.6045221	original																		One (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																						One (Score: 0.0000)	One (Score: 0.4000)								"[{""text"": ""One"", ""label"": ""CARDINAL"", ""start"": 95, ""end"": 98, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Millfield	United States	Built in 1811, this abandoned inn is haunted by two ghosts. One is the ghost of a slave named Luther who died while the house was part of the Underground Railroad. After he died of an infected wound, his spirit was seen wandering the ground and dragging his damaged leg. The other ghost is the spirit of a bootlegger named Sam who was killed while in a drunken stupor when his illegal still exploded. Witnesses still hear his drunken laughter in the house.	Old Millfield Inn	ohio	OH			-82.0966442	39.4327866	True	True	1811/01/01	description	13.383333333333333		Morning	Ghost	Murder	1811	True																																		Millfield	39.43285	-82.09681	description	Luther (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Sam (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	House (SpaCy_Score: 0.0000, Rule_Score: 0.4000), House (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	inn (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		1811 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				the Underground Railroad (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									two (SpaCy_Score: 0.0000, Rule_Score: 0.4000), One (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000), spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000), ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000), spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000)		Luther (Score: 0.0000), Sam (Score: 0.0000)	Luther (Score: 0.4000), Sam (Score: 0.4000)		House (Score: 0.0000), House (Score: 0.0000)	House (Score: 0.4000), House (Score: 0.4000)		inn (Score: 0.0000)	inn (Score: 0.4000)					1811 (Score: 0.0000)	1811 (Score: 0.4000)											the Underground Railroad (Score: 0.0000)	the Underground Railroad (Score: 0.4000)																										two (Score: 0.0000), One (Score: 0.0000)	two (Score: 0.4000), One (Score: 0.4000)		ghost (Score: 0.0000), spirit (Score: 0.0000), ghost (Score: 0.0000), spirit (Score: 0.0000)	ghost (Score: 0.9000), spirit (Score: 0.9000), ghost (Score: 0.9000), spirit (Score: 0.9000)					"[{""text"": ""1811"", ""label"": ""DATE"", ""start"": 9, ""end"": 13, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""inn"", ""label"": ""GPE"", ""start"": 30, ""end"": 33, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""two"", ""label"": ""CARDINAL"", ""start"": 48, ""end"": 51, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""One"", ""label"": ""CARDINAL"", ""start"": 60, ""end"": 63, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 71, ""end"": 76, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""Luther"", ""label"": ""PERSON"", ""start"": 94, ""end"": 100, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 120, ""end"": 125, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the Underground Railroad"", ""label"": ""FAC"", ""start"": 138, ""end"": 162, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 204, ""end"": 210, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 281, ""end"": 286, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 294, ""end"": 300, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""Sam"", ""label"": ""PERSON"", ""start"": 323, ""end"": 326, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 450, ""end"": 455, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Millfield	United States	Earlier in this century, the Millfield mine in Southeast Ohio was the scene of a series of explosions. The cemetery opened the week before in Chauncey was filled in one day's time from this. On the disaster's anniversary, if you know where to stand, you can feel the ground shiver underfoot, followed by the muffled sound of hoof beats. Legend has it that the mine ponies are fleeing, terrified, from the boiling hell coming up behind them. Listen closely and you will hear them scream as the explosion and fire catches up with them, then ... silence ...	Old Millfield Mine	ohio	OH			-82.0966442	39.4327866	True	False	1803/03/01	wikipedia			Unknown	Unknown	Murder	1803	False																																		Southeast	10.75053	106.7505	description		Chauncey (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	Millfield (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Southeast Ohio (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		Earlier in this century (SpaCy_Score: 0.0000, Rule_Score: 0.4000), one day's (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																			Chauncey (Score: 0.0000)	Chauncey (Score: 0.4000)		Millfield (Score: 0.0000), Southeast Ohio (Score: 0.0000)	Millfield (Score: 0.4000), Southeast Ohio (Score: 0.4000)					Earlier in this century (Score: 0.0000), one day's (Score: 0.0000)	Earlier in this century (Score: 0.4000), one day's (Score: 0.4000)																																															"[{""text"": ""Earlier in this century"", ""label"": ""DATE"", ""start"": 0, ""end"": 23, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Millfield"", ""label"": ""GPE"", ""start"": 29, ""end"": 38, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Southeast Ohio"", ""label"": ""GPE"", ""start"": 47, ""end"": 61, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Chauncey"", ""label"": ""ORG"", ""start"": 142, ""end"": 150, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one day's"", ""label"": ""DATE"", ""start"": 165, ""end"": 174, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Milford	United States	If you go to this bridge, turn off your car and flash your lights three times, and look out a window on the bridge you will see a man hanging in a tree, until you see this your car is not supposed to start up again. Also a Satanic church is near by. If you are caught hanging down there a black truck will chase you away and try to run you off the road.	Historic covered bridge	ohio	OH	-84.187114	39.1313473	-84.29438209999999	39.1753377	False	False	1943/09/26	wikipedia	13.383333333333333		Afternoon	Ghost Light	Unknown	1943	True																																		Highfield Historic Ste	-40.74773	145.29241	description		Satanic (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																three (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						Satanic (Score: 0.0000)	Satanic (Score: 0.4000)																																															three (Score: 0.0000)	three (Score: 0.4000)								"[{""text"": ""three"", ""label"": ""CARDINAL"", ""start"": 66, ""end"": 71, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Satanic"", ""label"": ""ORG"", ""start"": 223, ""end"": 230, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Millville	United States	Those that live around Millville have seen many apparitions in the cemetery. One of an elderly gentleman walking around the cemetery. Another of a young girl, she is just standing there by a tree looking off into the field. Witnesses have also have seen a ball of light and ran into several cold spots in the cemetery.	Millville Cemetery 127	ohio	OH	-84.6354861	39.3973086	-84.6543933	39.3892219	False	True	2019/02/26	wikipedia	13.783333333333331		Unknown	Ghost Light	Unknown	2019	True	ohio	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Long daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths	Few Homicides	High Prevalence	High Prevalence	High Prevalence	High Prevalence	High Prevalence	Moderate Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns	Millville	39.40206	-75.03934	description			Millville (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	Cemetery (SpaCy_Score: 0.0000, Rule_Score: 0.4000)														One (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									Millville (Score: 0.0000)	Millville (Score: 0.4000)		Cemetery (Score: 0.0000)	Cemetery (Score: 0.4000)																																									One (Score: 0.0000)	One (Score: 0.4000)								"[{""text"": ""Millville"", ""label"": ""GPE"", ""start"": 23, ""end"": 32, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""One"", ""label"": ""CARDINAL"", ""start"": 77, ""end"": 80, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Cemetery"", ""label"": ""LOC"", ""start"": 309, ""end"": 317, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Monroe	United States	People claim when you go to the lake at night, you can see the reflection of light on the water and hear children screaming for help. The origin of this occurrence is unknown.	Lake Monroe	ohio	OH	-84.37430499999999	39.4219937	-84.3621634	39.44033599999999	False	False	1972/02/26	wikipedia	13.383333333333333		Afternoon	Ghost Light	Unknown	1972	True																																		Lake Monroe	28.82471	-81.32701	description																																																																																	[]	[]
Montgomery	United States	Fudge Road - Scary Old Road Located Just Outside Of Gratis... On The Road There Is The Site Of A Huge Drug Bust Where 2 Men Died.. They Still Haunt The Road... There is The Dwarf Home.. An old house with everything undersized rooms doors windows etc. The Fudge Best- White Human like beast that's been sighted on road... the drug house has been fenced off u cant get in... The bridge haunted by ghost of baby that was thrown off side by mother & truck driver that has driven off side.	Gratis	ohio	OH	-84.52717109999999	39.6478321	-84.35410619999999	39.2281143	False	True	1968/02/26	wikipedia	13.383333333333333		Afternoon	Ghost	Supernatural Phenomenon	1968	True																																		Gratis	39.6478321	-84.52717109999999	original		Fudge Road - Scary Old Road Located Just Outside Of Gratis (SpaCy_Score: 0.0000, Rule_Score: 0.4000), The Dwarf Home (SpaCy_Score: 0.0000, Rule_Score: 0.4000), House (SpaCy_Score: 0.0000, Rule_Score: 0.4000), House (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									The Road There Is The Site Of A Huge Drug Bust (SpaCy_Score: 0.0000, Rule_Score: 0.4000)							2 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)					Fudge Road - Scary Old Road Located Just Outside Of Gratis (Score: 0.0000), The Dwarf Home (Score: 0.0000), House (Score: 0.0000), House (Score: 0.0000)	Fudge Road - Scary Old Road Located Just Outside Of Gratis (Score: 0.4000), The Dwarf Home (Score: 0.4000), House (Score: 0.4000), House (Score: 0.4000)																										The Road There Is The Site Of A Huge Drug Bust (Score: 0.0000)	The Road There Is The Site Of A Huge Drug Bust (Score: 0.4000)																				2 (Score: 0.0000)	2 (Score: 0.4000)		ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""Fudge Road - Scary Old Road Located Just Outside Of Gratis"", ""label"": ""ORG"", ""start"": 0, ""end"": 58, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""The Road There Is The Site Of A Huge Drug Bust"", ""label"": ""WORK_OF_ART"", ""start"": 65, ""end"": 111, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""2"", ""label"": ""CARDINAL"", ""start"": 118, ""end"": 119, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""The Dwarf Home"", ""label"": ""ORG"", ""start"": 169, ""end"": 183, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 193, ""end"": 198, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 330, ""end"": 335, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 395, ""end"": 400, ""spacy_score"": 1e-05, ""rule_score"": 0.9}]"	[]
