city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	audio_evidence	visual_evidence	evidence_date	date_source	average_daylight_hours	day_duration	time_of_day	apparition_type	event_type	year	has_witnesses	State	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description	extracted_location_name	extracted_latitude	extracted_longitude	location_source	PERSON	ORG	GPE	LOC	DATE	NORP	PRODUCT	EVENT	FAC	LAW	WORK_OF_ART	LANGUAGE	MONEY	PERCENT	QUANTITY	TIME	ORDINAL	CARDINAL	GHOST_TYPE	HAUNTED_LOCATION	PERSON_SPACY_SCORE	PERSON_RULE_SCORE	PERSON_NLTK_SCORE	ORG_SPACY_SCORE	ORG_RULE_SCORE	ORG_NLTK_SCORE	GPE_SPACY_SCORE	GPE_RULE_SCORE	GPE_NLTK_SCORE	LOC_SPACY_SCORE	LOC_RULE_SCORE	LOC_NLTK_SCORE	DATE_SPACY_SCORE	DATE_RULE_SCORE	DATE_NLTK_SCORE	NORP_SPACY_SCORE	NORP_RULE_SCORE	NORP_NLTK_SCORE	PRODUCT_SPACY_SCORE	PRODUCT_RULE_SCORE	PRODUCT_NLTK_SCORE	EVENT_SPACY_SCORE	EVENT_RULE_SCORE	EVENT_NLTK_SCORE	FAC_SPACY_SCORE	FAC_RULE_SCORE	FAC_NLTK_SCORE	LAW_SPACY_SCORE	LAW_RULE_SCORE	LAW_NLTK_SCORE	WORK_OF_ART_SPACY_SCORE	WORK_OF_ART_RULE_SCORE	WORK_OF_ART_NLTK_SCORE	LANGUAGE_SPACY_SCORE	LANGUAGE_RULE_SCORE	LANGUAGE_NLTK_SCORE	MONEY_SPACY_SCORE	MONEY_RULE_SCORE	MONEY_NLTK_SCORE	PERCENT_SPACY_SCORE	PERCENT_RULE_SCORE	PERCENT_NLTK_SCORE	QUANTITY_SPACY_SCORE	QUANTITY_RULE_SCORE	QUANTITY_NLTK_SCORE	TIME_SPACY_SCORE	TIME_RULE_SCORE	TIME_NLTK_SCORE	ORDINAL_SPACY_SCORE	ORDINAL_RULE_SCORE	ORDINAL_NLTK_SCORE	CARDINAL_SPACY_SCORE	CARDINAL_RULE_SCORE	CARDINAL_NLTK_SCORE	GHOST_TYPE_SPACY_SCORE	GHOST_TYPE_RULE_SCORE	GHOST_TYPE_NLTK_SCORE	HAUNTED_LOCATION_SPACY_SCORE	HAUNTED_LOCATION_RULE_SCORE	HAUNTED_LOCATION_NLTK_SCORE	spacy_entities	nltk_entities
Northfield Village	United States	"The Council Chambers has been haunted for many years. Officers finishing paperwork late at night, have heard loud footsteps and banging above their heads usually very late at night when the building is deserted.  On one occasion, an officer heard something say, ""pssst!"" from the hallway.  On turning around, there was nothing there.  Fleeting apparitions have also been seen."	City Hall	ohio	OH	-81.52828509999999	41.3431253	-81.528452	41.3450547	True	True	1889/02/26	wikipedia	12.9		Afternoon	Ghost Light	Supernatural Phenomenon	1889	True																																		City Hall	41.3431253	-81.52828509999999	original		The Council Chambers (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			many years (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													one (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						The Council Chambers (Score: 0.0000)	The Council Chambers (Score: 0.4000)								many years (Score: 0.0000)	many years (Score: 0.4000)																																						one (Score: 0.0000)	one (Score: 0.4000)								"[{""text"": ""The Council Chambers"", ""label"": ""ORG"", ""start"": 0, ""end"": 20, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""many years"", ""label"": ""DATE"", ""start"": 42, ""end"": 52, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one"", ""label"": ""CARDINAL"", ""start"": 216, ""end"": 219, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Norwich	United States	In 1994, a man who lived about ten miles away got in a heated argument with his mother. The man was known to be very ignitable and he stormed out of their house and booked a room at the Siesta Motel. Later that night his mother found out where he was and called him, making him even angrier. A short while after the man went to sleep, he was awaken by the sound of someone in his room. Assuming it was his mother stepping out of bounds, and enraged, he attacked the figure in the dark. When a struggle broke out, the robber accidentally killed the man. The ghost roams over the entire building, slamming doors, turning lights off, whispering vulgarities, a few reports of crying and laughter combined, taking things and putting them in odd places, and people have reported being hit by the dark haired man.	Siesta Motel	ohio	OH	-81.79312600000002	39.9800474	-81.7915186	39.9850718	True	True	1994/01/01	description	12.9		Afternoon	Ghost	Murder	1994	True																																		Siesta Motel	39.9800474	-81.79312600000002	original		House (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			1994 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				the Siesta Motel (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						about ten miles (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	Later that night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)					House (Score: 0.0000)	House (Score: 0.4000)								1994 (Score: 0.0000)	1994 (Score: 0.4000)											the Siesta Motel (Score: 0.0000)	the Siesta Motel (Score: 0.4000)																	about ten miles (Score: 0.0000)	about ten miles (Score: 0.4000)		Later that night (Score: 0.0000)	Later that night (Score: 0.4000)								ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""1994"", ""label"": ""DATE"", ""start"": 3, ""end"": 7, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""about ten miles"", ""label"": ""QUANTITY"", ""start"": 25, ""end"": 40, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 155, ""end"": 160, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the Siesta Motel"", ""label"": ""FAC"", ""start"": 182, ""end"": 198, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Later that night"", ""label"": ""TIME"", ""start"": 200, ""end"": 216, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 557, ""end"": 562, ""spacy_score"": 1e-05, ""rule_score"": 0.9}]"	[]
Oak Hill	United States	Believed to be haunted by a little girl, witnesses report hearing her laugh, seeing her as a whit misty figure, & feeling of being followed.	Central School Building	ohio	OH	-82.57084449999999	38.9071002	-82.573495	38.8939645	False	True	2018/10/26	wikipedia	12.9		Unknown	Mist	Supernatural Phenomenon	2018	True	ohio	Moderate Witnesses	Some Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths	Few Homicides	Moderate Cases	High Prevalence	High Prevalence	Moderate Cases	High Prevalence	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns	City of Oak Hill	36.07348	-86.78555	description																																																																																	[]	[]
Oberlin	United States	Where to begin... No one knows exactly what the cause of nature of the haunting is. A former resident claims while they stayed there during their parents divorce and custody battles alot of strange happenings took place. Keep in mind this is a childrens home. The windows are bolted shut to prevent run aways. There was a spirt of a little boy no more then 5 or 6 years old that would be seen sitting on the edge of various beds as well as running from room to room slamming doors as he left a room. The basement of the place was inhabited by another spirit one that was much darker. A young girl was on laundry detail one night and she was making her way into the basement to go and change the clothes from the washer to the dryers. But before she could make it to the laundry room she was attacked by the spirit. She was thrown from wall to wall. You could see her head being pushed into the wall and the whole time she was screaming for help. *she survived the incident with a few bumps and bruises.	Green Acres Childrens Home	ohio	OH			-82.21737859999999	41.2939386	True	True	1980/02/26	wikipedia	12.9		Afternoon	Ghost	Unknown	1980	True																																		Republic of Seychelles	-4.58333	55.66667	description					5 or (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 6 years old (SpaCy_Score: 0.0000, Rule_Score: 0.4000)											one night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			haunting (SpaCy_Score: 0.0000, Rule_Score: 0.9000), spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000), spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000)														5 or (Score: 0.0000), 6 years old (Score: 0.0000)	5 or (Score: 0.4000), 6 years old (Score: 0.4000)																																one night (Score: 0.0000)	one night (Score: 0.4000)								haunting (Score: 0.0000), spirit (Score: 0.0000), spirit (Score: 0.0000)	haunting (Score: 0.9000), spirit (Score: 0.9000), spirit (Score: 0.9000)					"[{""text"": ""haunting"", ""label"": ""GHOST_TYPE"", ""start"": 71, ""end"": 79, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""5 or"", ""label"": ""DATE"", ""start"": 357, ""end"": 361, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""6 years old"", ""label"": ""DATE"", ""start"": 362, ""end"": 373, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 551, ""end"": 557, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""one night"", ""label"": ""TIME"", ""start"": 619, ""end"": 628, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 807, ""end"": 813, ""spacy_score"": 1e-05, ""rule_score"": 0.9}]"	[]
Ohio Summit	United States	Old Boston township - Reports of hearing a battle that starts at the road and work its way up the hill screaming yelling and shooting until thy reached the clearing about one hundred yards from the house then all would stop.	peninsula	ohio	OH	-81.55261759999999	41.2411668	-81.5596427	41.0918991	True	False	1630/02/26	wikipedia	12.9		Morning	Unknown	War	1630	True																																		Ohio	40.25034	-83.00018	description		House (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	Boston (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						Road (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						about one hundred yards (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									House (Score: 0.0000)	House (Score: 0.4000)		Boston (Score: 0.0000)	Boston (Score: 0.4000)																	Road (Score: 0.0000)	Road (Score: 0.4000)																	about one hundred yards (Score: 0.0000)	about one hundred yards (Score: 0.4000)																	"[{""text"": ""Boston"", ""label"": ""GPE"", ""start"": 4, ""end"": 10, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Road"", ""label"": ""FAC"", ""start"": 69, ""end"": 73, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""about one hundred yards"", ""label"": ""QUANTITY"", ""start"": 165, ""end"": 188, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""House"", ""label"": ""ORG"", ""start"": 198, ""end"": 203, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Olmsted Falls	United States	There is a cemetery in Olmsted Falls that is said to be haunted every Halloween by people who were accused of being witches and put to death. supposedly they come out after dark.	Witches' Hill	ohio	OH	-81.8960341	41.3767921	-81.9081937	41.375049	False	False	2008/02/26	wikipedia	12.9		Afternoon	Mist	Supernatural Phenomenon	2008	False																																		Olmsted Falls	41.37505	-81.90819	description		Olmsted Falls (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			Halloween (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				Cemetery (SpaCy_Score: 0.0000, Rule_Score: 0.4000)															Olmsted Falls (Score: 0.0000)	Olmsted Falls (Score: 0.4000)								Halloween (Score: 0.0000)	Halloween (Score: 0.4000)											Cemetery (Score: 0.0000)	Cemetery (Score: 0.4000)																																			"[{""text"": ""Cemetery"", ""label"": ""FAC"", ""start"": 11, ""end"": 19, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Olmsted Falls"", ""label"": ""ORG"", ""start"": 23, ""end"": 36, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Halloween"", ""label"": ""DATE"", ""start"": 70, ""end"": 79, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Ostrander	United States	The old school house on this road is haunted by a little girl who was pushed down the stairs. She can be heard playing the piano, bouncing basketballs in the gym, and typing on the old typewriter in the gym office. At night you can also see a lady dressed in a white dress dancing on the front lawn.	Ostrander road	ohio	OH	-83.19858909999999	40.297291	-83.2126932	40.266172	True	False	2025/02/26	wikipedia	12.85		Afternoon	Unknown	Supernatural Phenomenon	2025	True																																		Ostrander	43.61358	-92.42795	description		House (SpaCy_Score: 0.0000, Rule_Score: 0.4000)														night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)								House (Score: 0.0000)	House (Score: 0.4000)																																									night (Score: 0.0000)	night (Score: 0.4000)														"[{""text"": ""House"", ""label"": ""ORG"", ""start"": 15, ""end"": 20, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""night"", ""label"": ""TIME"", ""start"": 218, ""end"": 223, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Overton	United States	is haunted by a man that was killed by falling of the side.	Leroy's bridge	ohio	OH	-81.9251752	40.8017803	-82.0101473	40.8647788	False	False	1740/02/26	wikipedia	12.933333333333334		Morning	Unknown	Murder	1740	False																																		Leroy's bridge	40.8017803	-81.9251752	original																																																																																	[]	[]
Oxford	United States	the light- Near oxford their is a place called hueston woods, go through it until you find the Hopewell cemetery. It is one of the best ghost hunting sites in southern Ohio. And I saw the light in oxford also mentioned on here, if you want to be safe don't go to it. It has caused me very bad luck every time I go near it. But up the street from it their is a barn you can't miss it, go their and search around, when you get back to your car their will be a little surprise. I went once and haven't ever been back the surprise caused us to wreck the car we were in trying to get away.	Hopewell cemetery	ohio	OH	-84.76039039999999	39.6030607	-84.74523099999999	39.5069974	False	True	2025/02/26	wikipedia	12.85		Unknown	Ghost	Unknown	2025	True																																		Hopewell cemetery	39.6030607	-84.76039039999999	original			Ohio (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	the Hopewell Cemetery (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		oxford (SpaCy_Score: 0.0000, Rule_Score: 0.4000), oxford (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)								Ohio (Score: 0.0000)	Ohio (Score: 0.4000)		the Hopewell Cemetery (Score: 0.0000)	the Hopewell Cemetery (Score: 0.4000)					oxford (Score: 0.0000), oxford (Score: 0.0000)	oxford (Score: 0.4000), oxford (Score: 0.4000)																																						ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""oxford"", ""label"": ""NORP"", ""start"": 16, ""end"": 22, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the Hopewell Cemetery"", ""label"": ""LOC"", ""start"": 91, ""end"": 112, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 136, ""end"": 141, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""Ohio"", ""label"": ""GPE"", ""start"": 168, ""end"": 172, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""oxford"", ""label"": ""NORP"", ""start"": 197, ""end"": 203, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Oxford	United States	"The Adina Indian Mound - This is very easy to get to all you need is a flash light because it does require a bit of walking. This Medina Indian mound is dated back to sometime in the BC’s there is a little plaque before you get to it that tells you the dates so you can find that out if you go check it. you might feel this strong sensation of being held back. Witnesses claim to have taken pictures from the top and had strange glowing figures, and ectomist. Go to the Heuston woods campground. You don't have to pay just go straight thru. its at the end of row b just park on the road. you have to walk through a big field but if you just go straight you'll run smack into it. The Adena Indians were ""Mound Builders"" of prehistoric time date estimating from approximately 1000 B.C.-700 A.D. along with the Hopewell Indians whose appearance is estimated at approximately 400 B.C. The name came from Adena, the Chillicothe, Ohio estate of Thomas Worthington, governor of Ohio from 1814-1818. (The Mound Builders by Robert Silverberg, Ohio University Press, Athens)"	Heuston Woods	ohio	OH	-84.74687639999999	39.5812437	-84.74523099999999	39.5069974	False	True	1814/01/01	description	12.9		Afternoon	Ghost Light	Unknown	1814	True																																		Ohio	40.25034	-83.00018	description	Adina (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Thomas Worthington (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Robert Silverberg (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	BC (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Adena (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Adena (SpaCy_Score: 0.0000, Rule_Score: 0.4000), The Mound Builders (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Ohio University Press (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	Heuston (SpaCy_Score: 0.0000, Rule_Score: 0.4000), B.C. (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Chillicothe (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Ohio (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Ohio (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Athens (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		the end of row (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 1814-1818 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	Indians (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Hopewell Indians (SpaCy_Score: 0.0000, Rule_Score: 0.4000)					Mound Builders (SpaCy_Score: 0.0000, Rule_Score: 0.4000)							approximately 1000 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			Adina (Score: 0.0000), Thomas Worthington (Score: 0.0000), Robert Silverberg (Score: 0.0000)	Adina (Score: 0.4000), Thomas Worthington (Score: 0.4000), Robert Silverberg (Score: 0.4000)		BC (Score: 0.0000), Adena (Score: 0.0000), Adena (Score: 0.0000), The Mound Builders (Score: 0.0000), Ohio University Press (Score: 0.0000)	BC (Score: 0.4000), Adena (Score: 0.4000), Adena (Score: 0.4000), The Mound Builders (Score: 0.4000), Ohio University Press (Score: 0.4000)		Heuston (Score: 0.0000), B.C. (Score: 0.0000), Chillicothe (Score: 0.0000), Ohio (Score: 0.0000), Ohio (Score: 0.0000), Athens (Score: 0.0000)	Heuston (Score: 0.4000), B.C. (Score: 0.4000), Chillicothe (Score: 0.4000), Ohio (Score: 0.4000), Ohio (Score: 0.4000), Athens (Score: 0.4000)					the end of row (Score: 0.0000), 1814-1818 (Score: 0.0000)	the end of row (Score: 0.4000), 1814-1818 (Score: 0.4000)		Indians (Score: 0.0000), Hopewell Indians (Score: 0.0000)	Indians (Score: 0.4000), Hopewell Indians (Score: 0.4000)														Mound Builders (Score: 0.0000)	Mound Builders (Score: 0.4000)																				approximately 1000 (Score: 0.0000)	approximately 1000 (Score: 0.4000)								"[{""text"": ""Adina"", ""label"": ""PERSON"", ""start"": 4, ""end"": 9, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""BC"", ""label"": ""ORG"", ""start"": 183, ""end"": 185, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Heuston"", ""label"": ""GPE"", ""start"": 470, ""end"": 477, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the end of row"", ""label"": ""DATE"", ""start"": 548, ""end"": 562, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Adena"", ""label"": ""ORG"", ""start"": 683, ""end"": 688, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Indians"", ""label"": ""NORP"", ""start"": 689, ""end"": 696, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Mound Builders"", ""label"": ""WORK_OF_ART"", ""start"": 703, ""end"": 717, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""approximately 1000"", ""label"": ""CARDINAL"", ""start"": 760, ""end"": 778, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Hopewell Indians"", ""label"": ""NORP"", ""start"": 808, ""end"": 824, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""B.C."", ""label"": ""GPE"", ""start"": 876, ""end"": 880, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Adena"", ""label"": ""ORG"", ""start"": 900, ""end"": 905, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Chillicothe"", ""label"": ""GPE"", ""start"": 911, ""end"": 922, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Ohio"", ""label"": ""GPE"", ""start"": 924, ""end"": 928, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Thomas Worthington"", ""label"": ""PERSON"", ""start"": 939, ""end"": 957, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Ohio"", ""label"": ""GPE"", ""start"": 971, ""end"": 975, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""1814-1818"", ""label"": ""DATE"", ""start"": 981, ""end"": 990, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""The Mound Builders"", ""label"": ""ORG"", ""start"": 993, ""end"": 1011, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Robert Silverberg"", ""label"": ""PERSON"", ""start"": 1015, ""end"": 1032, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Ohio University Press"", ""label"": ""ORG"", ""start"": 1034, ""end"": 1055, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Athens"", ""label"": ""GPE"", ""start"": 1057, ""end"": 1063, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Oxford	United States	Peabody Hall - This hall has been known to have many sightings along with the sighting of a Ms. Helen Peabody. There have been sightings mainly in just individual rooms in the dorm. There has been documentation of a girl hanging herself in room 210, and then another person hanging themselves in that same room years later. In other rooms, there have been times where the window shades of only a couple of rooms would flap frantically, but there's now evidence of any wind and no person standing by the windows.	Miami University	ohio	OH	-84.73087679999999	39.5105334	-84.74523099999999	39.5069974	False	True	2008/02/26	wikipedia	12.883333333333333		Afternoon	Ghost Light	Unknown	2008	True																																		Miami County	40.7695	-86.04502	description	Helen Peabody (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				that same room years later (SpaCy_Score: 0.0000, Rule_Score: 0.4000)													210 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), only a couple (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			Helen Peabody (Score: 0.0000)	Helen Peabody (Score: 0.4000)											that same room years later (Score: 0.0000)	that same room years later (Score: 0.4000)																																						210 (Score: 0.0000), only a couple (Score: 0.0000)	210 (Score: 0.4000), only a couple (Score: 0.4000)								"[{""text"": ""Helen Peabody"", ""label"": ""PERSON"", ""start"": 96, ""end"": 109, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""210"", ""label"": ""CARDINAL"", ""start"": 245, ""end"": 248, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""that same room years later"", ""label"": ""DATE"", ""start"": 296, ""end"": 322, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""only a couple"", ""label"": ""CARDINAL"", ""start"": 389, ""end"": 402, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Oxford	United States	Reid Hall - is haunted due to a murder that occurred many years ago. There was shooting spree after a boy thought his girlfriend was cheating on him and the bloody handprints on the door in the second floor will not go away. - June 2008 Update: Reid Hall was torn down in the summer of 2006 to make room for the new business school, but the door with the bloody handprint is currently housed in the University Archives.	Miami University	ohio	OH	-84.73087679999999	39.5105334	-84.74523099999999	39.5069974	False	False	1964/02/26	wikipedia	12.883333333333333		Morning	Unknown	Murder	1964	False																																		Miami County	40.7695	-86.04502	description	Reid Hall - (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Reid Hall (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	the University Archives (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			many years ago (SpaCy_Score: 0.0000, Rule_Score: 0.4000), June 2008 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the summer of 2006 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)												second (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				Reid Hall - (Score: 0.0000), Reid Hall (Score: 0.0000)	Reid Hall - (Score: 0.4000), Reid Hall (Score: 0.4000)		the University Archives (Score: 0.0000)	the University Archives (Score: 0.4000)								many years ago (Score: 0.0000), June 2008 (Score: 0.0000), the summer of 2006 (Score: 0.0000)	many years ago (Score: 0.4000), June 2008 (Score: 0.4000), the summer of 2006 (Score: 0.4000)																																			second (Score: 0.0000)	second (Score: 0.4000)											"[{""text"": ""Reid Hall -"", ""label"": ""PERSON"", ""start"": 0, ""end"": 11, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""many years ago"", ""label"": ""DATE"", ""start"": 53, ""end"": 67, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""second"", ""label"": ""ORDINAL"", ""start"": 194, ""end"": 200, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""June 2008"", ""label"": ""DATE"", ""start"": 227, ""end"": 236, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Reid Hall"", ""label"": ""PERSON"", ""start"": 245, ""end"": 254, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the summer of 2006"", ""label"": ""DATE"", ""start"": 272, ""end"": 290, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the University Archives"", ""label"": ""ORG"", ""start"": 395, ""end"": 418, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
