city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	audio_evidence	visual_evidence	evidence_date	date_source	average_daylight_hours	day_duration	time_of_day	apparition_type	event_type	year	has_witnesses	State	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description	extracted_location_name	extracted_latitude	extracted_longitude	location_source	PERSON	ORG	GPE	LOC	DATE	NORP	PRODUCT	EVENT	FAC	LAW	WORK_OF_ART	LANGUAGE	MONEY	PERCENT	QUANTITY	TIME	ORDINAL	CARDINAL	GHOST_TYPE	HAUNTED_LOCATION	PERSON_SPACY_SCORE	PERSON_RULE_SCORE	PERSON_NLTK_SCORE	ORG_SPACY_SCORE	ORG_RULE_SCORE	ORG_NLTK_SCORE	GPE_SPACY_SCORE	GPE_RULE_SCORE	GPE_NLTK_SCORE	LOC_SPACY_SCORE	LOC_RULE_SCORE	LOC_NLTK_SCORE	DATE_SPACY_SCORE	DATE_RULE_SCORE	DATE_NLTK_SCORE	NORP_SPACY_SCORE	NORP_RULE_SCORE	NORP_NLTK_SCORE	PRODUCT_SPACY_SCORE	PRODUCT_RULE_SCORE	PRODUCT_NLTK_SCORE	EVENT_SPACY_SCORE	EVENT_RULE_SCORE	EVENT_NLTK_SCORE	FAC_SPACY_SCORE	FAC_RULE_SCORE	FAC_NLTK_SCORE	LAW_SPACY_SCORE	LAW_RULE_SCORE	LAW_NLTK_SCORE	WORK_OF_ART_SPACY_SCORE	WORK_OF_ART_RULE_SCORE	WORK_OF_ART_NLTK_SCORE	LANGUAGE_SPACY_SCORE	LANGUAGE_RULE_SCORE	LANGUAGE_NLTK_SCORE	MONEY_SPACY_SCORE	MONEY_RULE_SCORE	MONEY_NLTK_SCORE	PERCENT_SPACY_SCORE	PERCENT_RULE_SCORE	PERCENT_NLTK_SCORE	QUANTITY_SPACY_SCORE	QUANTITY_RULE_SCORE	QUANTITY_NLTK_SCORE	TIME_SPACY_SCORE	TIME_RULE_SCORE	TIME_NLTK_SCORE	ORDINAL_SPACY_SCORE	ORDINAL_RULE_SCORE	ORDINAL_NLTK_SCORE	CARDINAL_SPACY_SCORE	CARDINAL_RULE_SCORE	CARDINAL_NLTK_SCORE	GHOST_TYPE_SPACY_SCORE	GHOST_TYPE_RULE_SCORE	GHOST_TYPE_NLTK_SCORE	HAUNTED_LOCATION_SPACY_SCORE	HAUNTED_LOCATION_RULE_SCORE	HAUNTED_LOCATION_NLTK_SCORE	spacy_entities	nltk_entities
Rawlins	United States	There is a 2-3 acre area, including RMS, which is supposedly an Indian burial ground and passage of an old pioneer trail. Almost all of the houses in this area have reported sightings, both of Indians and old-fashioned people. A janitor at the Middle School was working one night when a short, well-dressed man approached her. She asked him his name, and he bolted. She chased after him, and as he turned a corner, she could see that he no longer had a head. All of the janitors that have worked there have similar experiences, including strange noises and moving objects. In two houses in particular, about 2 blocks away from RMS, the activity is especially bad. They have reported apparitions, moving objects, and have even recorded clear voices on a cassette tape hidden in an upstairs bedroom while the family was away.	Rawlins Middle School	wyoming	WY	-107.2267776	41.8026955	-107.2386627	41.7910697	True	True	2008/02/26	wikipedia			Afternoon	Unknown	Unknown	2008	True																																		Rawlins Middle School	41.8026955	-107.2267776	original		RMS (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the Middle School (SpaCy_Score: 0.0000, Rule_Score: 0.4000), RMS (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				Indian (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Indians (SpaCy_Score: 0.0000, Rule_Score: 0.4000)									2-3 acre (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	one night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		two (SpaCy_Score: 0.0000, Rule_Score: 0.4000), about 2 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						RMS (Score: 0.0000), the Middle School (Score: 0.0000), RMS (Score: 0.0000)	RMS (Score: 0.4000), the Middle School (Score: 0.4000), RMS (Score: 0.4000)											Indian (Score: 0.0000), Indians (Score: 0.0000)	Indian (Score: 0.4000), Indians (Score: 0.4000)																										2-3 acre (Score: 0.0000)	2-3 acre (Score: 0.4000)		one night (Score: 0.0000)	one night (Score: 0.4000)					two (Score: 0.0000), about 2 (Score: 0.0000)	two (Score: 0.4000), about 2 (Score: 0.4000)								"[{""text"": ""2-3 acre"", ""label"": ""QUANTITY"", ""start"": 11, ""end"": 19, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""RMS"", ""label"": ""ORG"", ""start"": 36, ""end"": 39, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Indian"", ""label"": ""NORP"", ""start"": 64, ""end"": 70, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Indians"", ""label"": ""NORP"", ""start"": 193, ""end"": 200, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the Middle School"", ""label"": ""ORG"", ""start"": 240, ""end"": 257, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one night"", ""label"": ""TIME"", ""start"": 270, ""end"": 279, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""two"", ""label"": ""CARDINAL"", ""start"": 576, ""end"": 579, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""about 2"", ""label"": ""CARDINAL"", ""start"": 602, ""end"": 609, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""RMS"", ""label"": ""ORG"", ""start"": 627, ""end"": 630, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Riverton	United States	A man often felt but rarely seen often likes to be in the balcony during the late evening shows. When he is seen he is most often wearing clothes that would be related to the costuming of the vaudeville era of performance theater. It is thought by those that have seen him that he probably performed in the theater at that time in it's history.	Acme Theater	wyoming	WY	-108.387152	43.025	-108.3801036	43.0249592	False	True	2004/02/26	wikipedia			Afternoon	Unknown	Unknown	2004	True																																		Acme	48.71706	-122.20516	description																the late evening (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																		the late evening (Score: 0.0000)	the late evening (Score: 0.4000)														"[{""text"": ""the late evening"", ""label"": ""TIME"", ""start"": 73, ""end"": 89, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Riverton	United States	A female ghost haunts The Broker's second floor. She has also been seen out of a few other windows on that block. Anyway...she has been seen from time to time sitting in the window sills looking down on the people so sad and lonely.	The Broker	wyoming	WY	-108.405082	43.024852	-108.3801036	43.0249592	False	True	1974/02/26	wikipedia			Unknown	Ghost	Supernatural Phenomenon	1974	True																																		The Broker	43.024852	-108.405082	original											The Broker's (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						second (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)																																The Broker's (Score: 0.0000)	The Broker's (Score: 0.4000)																	second (Score: 0.0000)	second (Score: 0.4000)					ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 9, ""end"": 14, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""The Broker's"", ""label"": ""WORK_OF_ART"", ""start"": 22, ""end"": 34, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""second"", ""label"": ""ORDINAL"", ""start"": 35, ""end"": 41, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Riverton	United States	"You can still hear nurses saying ""Doctor we are ready for the surgery"" and you can here walking and breathing and talking"	The Old Hosptial	wyoming	WY	-108.4178533	43.0344835	-108.3801036	43.0249592	False	False	1520/02/26	wikipedia	12.966666666666669		Unknown	Unknown	Unknown	1520	False																																		The Old Hosptial	43.0344835	-108.4178533	original																																																																																	[]	[]
Riverton	United States	The customer bell rings when there is no one there. Heavy footsteps and doors closing heard.	Splitrock Coffee &amp; Bagels	wyoming	WY	-114.3120669	48.1967621	-108.3801036	43.0249592	True	False	2025/02/26	wikipedia	12.966666666666669		Unknown	Ghost Light	Unknown	2025	False																																		Riverton	40.52189	-111.9391	description																																																																																	[]	[]
Riverton	United States	The girls locker room is haunted by two nuns.	St. Stephens	wyoming	WY	-108.4164941	42.9838485	-108.3801036	43.0249592	False	False	2025/02/26	wikipedia	13.033333333333331		Morning	Mist	Supernatural Phenomenon	2025	False																																		St. Stephens	42.9838485	-108.4164941	original																		two (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																						two (Score: 0.0000)	two (Score: 0.4000)								"[{""text"": ""two"", ""label"": ""CARDINAL"", ""start"": 36, ""end"": 39, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Riverton	United States	You can still hear the whispering and screaming of two nuns that died by hanging themselves, and see them on occasion.	St. Stephen's Indian Mission	wyoming	WY	-108.4188979	42.9835848	-108.3801036	43.0249592	False	False	1520/02/26	wikipedia	13.033333333333331		Morning	Mist	Death	1520	True																																		St. Stephen's Indian Mission	42.9835848	-108.4188979	original																		two (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																						two (Score: 0.0000)	two (Score: 0.4000)								"[{""text"": ""two"", ""label"": ""CARDINAL"", ""start"": 51, ""end"": 54, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Rock Springs	United States	there have been many strange and unusual happening in the building, mostly at night when a lonely deputy is on duty making copies in the office or just simply sitting down and having a cup of coffee, Report seeing people out of the corner of their eye when the building is empty. He shook it off again and went back to his reports when suddenly he turned around and there standing in front of him was an old man wearing a blue bathrobe and blue slippers. He said the old man just looked up at him and turned around and walked out.. The deputy, not realizing what had just happened, followed the man out the door, but when he reached the hallway, there was no one to be found! Another unexplained happening happened around the same time when the Emergency Management Director was sitting in his office early in the morning and was drinking a cup of coffee when suddenly someone slapped the back of his chair and sent him flying up on top of his desk! When he turned around to investigate, he realized that no one was in the room with him, let alone, no one was even in the building at the time of the event!	County Offices Building	wyoming	WY	-109.252822	41.5917234	-109.2029043	41.58746439999999	False	False	2025/05/26	wikipedia	13.033333333333331		Morning	Mist	Supernatural Phenomenon	2025	True																																		Rock Springs	35.60946	-108.82925	description																night (SpaCy_Score: 0.0000, Rule_Score: 0.4000), early in the morning (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																		night (Score: 0.0000), early in the morning (Score: 0.0000)	night (Score: 0.4000), early in the morning (Score: 0.4000)														"[{""text"": ""night"", ""label"": ""TIME"", ""start"": 78, ""end"": 83, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""early in the morning"", ""label"": ""TIME"", ""start"": 801, ""end"": 821, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Sheridan	United States	"The Historic Sheridan Inn is haunted by the spirit of a woman who was a caretaker, seamstress, waitress, and many other things from the time it opened at the turn of the century until her death in the late 50's or early sixties- ""Miss Kate"" has made noises, startled guests, turned lights on and off, and even set the fire alarm off several times one night to warn of a soon to happen fire in the kitchen- Her ashes are behind the wall of her third floor room, and you can sometimes see her rocking chair rocking by itself. Other ghostly inhabitants include a little girl, and the spirit of the son-in-law of Buffalo Bill Cody, the man who built the Inn. He shot himself in one of the rooms."	The Historic Sheridan Inn	wyoming	WY	-106.9539187	44.8064768	-106.9561791	44.7971939	True	True	1893/02/26	wikipedia	13.033333333333331		Afternoon	Ghost	Supernatural Phenomenon	1893	True																																		Sheridan County	42.50477	-102.40896	description	Kate (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Buffalo Bill Cody (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	The Historic Sheridan Inn (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		Inn (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	the turn of the century (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the late 50's (SpaCy_Score: 0.0000, Rule_Score: 0.4000)											one night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)	third (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000), spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000)		Kate (Score: 0.0000), Buffalo Bill Cody (Score: 0.0000)	Kate (Score: 0.4000), Buffalo Bill Cody (Score: 0.4000)		The Historic Sheridan Inn (Score: 0.0000)	The Historic Sheridan Inn (Score: 0.4000)					Inn (Score: 0.0000)	Inn (Score: 0.4000)		the turn of the century (Score: 0.0000), the late 50's (Score: 0.0000)	the turn of the century (Score: 0.4000), the late 50's (Score: 0.4000)																																one night (Score: 0.0000)	one night (Score: 0.4000)		third (Score: 0.0000)	third (Score: 0.4000)					spirit (Score: 0.0000), spirit (Score: 0.0000)	spirit (Score: 0.9000), spirit (Score: 0.9000)					"[{""text"": ""The Historic Sheridan Inn"", ""label"": ""ORG"", ""start"": 0, ""end"": 25, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 44, ""end"": 50, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""the turn of the century"", ""label"": ""DATE"", ""start"": 154, ""end"": 177, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the late 50's"", ""label"": ""DATE"", ""start"": 197, ""end"": 210, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Kate"", ""label"": ""PERSON"", ""start"": 235, ""end"": 239, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""one night"", ""label"": ""TIME"", ""start"": 347, ""end"": 356, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""third"", ""label"": ""ORDINAL"", ""start"": 443, ""end"": 448, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 581, ""end"": 587, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""Buffalo Bill Cody"", ""label"": ""PERSON"", ""start"": 609, ""end"": 626, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Inn"", ""label"": ""LOC"", ""start"": 650, ""end"": 653, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Sheridan	United States	It has been said that during night surveillance by the local police department that the cameras show a ghostly being in a room, and when an officer goes to check he calls in that the room is empty. It is also said that the ghost likes to make the rounds with the officer, and when radioed about who is with the officer his answer is that there is no one there except him regardless that the cameras are showing another person in the room.	Kendrick Mansion	wyoming	WY	-106.9662128	44.8013764	-106.9561791	44.7971939	False	True	1990/02/26	wikipedia	13.033333333333331		Afternoon	Ghost	Supernatural Phenomenon	1990	False																																		Sheridan County	42.50477	-102.40896	description																night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			ghost (SpaCy_Score: 0.0000, Rule_Score: 0.9000)																																															night (Score: 0.0000)	night (Score: 0.4000)								ghost (Score: 0.0000)	ghost (Score: 0.9000)					"[{""text"": ""night"", ""label"": ""TIME"", ""start"": 29, ""end"": 34, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""ghost"", ""label"": ""GHOST_TYPE"", ""start"": 223, ""end"": 228, ""spacy_score"": 1e-05, ""rule_score"": 0.9}]"	[]
Sheridan	United States	"noises and generally bad feelings such as children and then ""it"" if you are lucky will visit you."	Public Cemetery	wyoming	WY	-106.9651652	44.78668880000001	-106.9561791	44.7971939	True	False	2025/01/01	default	13.116666666666667		Afternoon	Unknown	Unknown	2025	False																																		Public Cemetery	44.78668880000001	-106.9651652	original																																																																																	[]	[]
Sheridan	United States	A maid that was with the motel when it was first built by William F. Cody is said to have her ashes cremated in her room that was her home until she died. Her original furniture is also in her room and if you go to visit you may see her rocking in her old rocking chair.	Sheridan Inn	wyoming	WY	-106.9539187	44.8064768	-106.9561791	44.7971939	False	False	2025/03/26	wikipedia	13.116666666666667		Morning	Unknown	Accident	2025	True																																		Sheridan County	42.50477	-102.40896	description	William F. Cody (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																first (SpaCy_Score: 0.0000, Rule_Score: 0.4000)				William F. Cody (Score: 0.0000)	William F. Cody (Score: 0.4000)																																															first (Score: 0.0000)	first (Score: 0.4000)											"[{""text"": ""first"", ""label"": ""ORDINAL"", ""start"": 43, ""end"": 48, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""William F. Cody"", ""label"": ""PERSON"", ""start"": 58, ""end"": 73, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
St. Stephen's	United States	The Keil Gym - Strange sounds and gym equipment taken out and being thrown all over the gym floor, such as basketballs, soccer balls, etc. Sometimes sightings of ghosts of people who used to go to school there in the early and mid-1900's	St. Stephen's Mission	wyoming	WY	-108.4188979	42.9835848	-108.4164941	42.9838485	True	True	2016/02/26	wikipedia	13.033333333333331		Afternoon	Unknown	Natural Disaster	2016	True	wyoming	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths	Few Homicides								Poor Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Extreme Weather Variability	High Precipitation Impact	Extreme Weather Variability	St. Stephen's Mission	42.9835848	-108.4188979	original		The Keil Gym - Strange (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			the early and mid-1900's (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																			The Keil Gym - Strange (Score: 0.0000)	The Keil Gym - Strange (Score: 0.4000)								the early and mid-1900's (Score: 0.0000)	the early and mid-1900's (Score: 0.4000)																																															"[{""text"": ""The Keil Gym - Strange"", ""label"": ""ORG"", ""start"": 0, ""end"": 22, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the early and mid-1900's"", ""label"": ""DATE"", ""start"": 213, ""end"": 237, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Sweetwater	United States	The Sweetwater County Library was constructed on an old Indian cemetery. Items move by themselves. Apparitions have been seen.	Sweetwater Co. Library	wyoming	WY	-109.464512	41.529796	-109.1880047	41.8519395	False	True	2020/02/26	wikipedia	13.15		Unknown	Ghost	Unknown	2020	True	wyoming	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents			Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Poor Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability	Sweetwater Co. Library	41.529796	-109.464512	original		The Sweetwater County Library (SpaCy_Score: 0.0000, Rule_Score: 0.4000)		Indian Cemetery (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																				The Sweetwater County Library (Score: 0.0000)	The Sweetwater County Library (Score: 0.4000)					Indian Cemetery (Score: 0.0000)	Indian Cemetery (Score: 0.4000)																																																		"[{""text"": ""The Sweetwater County Library"", ""label"": ""ORG"", ""start"": 0, ""end"": 29, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Indian Cemetery"", ""label"": ""LOC"", ""start"": 56, ""end"": 71, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Thermopolis	United States	Every morning when the librarians come in they find books every were. They also have witnessed shadowy figures and strange noises in the evening. The janitors rarely keep their jobs for over a month because the library at nighttime, it just creeps them out.	The County Library	wyoming	WY	-108.2083993	43.6475348	-108.2120432	43.6460672	True	True	1960/02/26	wikipedia	13.15		Morning	Shadow Figure	Unknown	1960	True																																		The County Library	43.6475348	-108.2083993	original																Every morning (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																		Every morning (Score: 0.0000)	Every morning (Score: 0.4000)														"[{""text"": ""Every morning"", ""label"": ""TIME"", ""start"": 0, ""end"": 13, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Thermopolis	United States	There have been reports of people in old dress walking around when there are no shows in the theatre. Also there are strange orbs of light that float around some nights. Also, reports of a woman sitting in on of the displays' chairs she was wearing a dress that was as accurate to the turn of the century as in the museum.	County Museum	wyoming	WY	-108.2139945	43.6465675	-108.2120432	43.6460672	False	True	1943/09/26	wikipedia	13.15		Unknown	Ghost Light	Unknown	1943	True																																		County Museum	43.6465675	-108.2139945	original					the turn of the century (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																												the turn of the century (Score: 0.0000)	the turn of the century (Score: 0.4000)																																															"[{""text"": ""the turn of the century"", ""label"": ""DATE"", ""start"": 281, ""end"": 304, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Thermopolis	United States	Once the original Carnegie Library this building now houses Public Health and the Extension Office. If you're in the building alone you can hear doors open and close and footsteps can be heard upstairs. Occasionally a door will close or a file drawer will open on its own while someone is in the room and one will hear the sound of a pencil drop, but no pencil is in sight.	Hot Springs Public Health	wyoming	WY	-108.2072015	43.6472579	-108.2120432	43.6460672	True	False	2025/01/26	wikipedia	13.066666666666666		Afternoon	Ghost Light	Unknown	2025	True																																		Hot Springs County	43.71893	-108.4421	description		Carnegie Library (SpaCy_Score: 0.0000, Rule_Score: 0.4000), Public Health (SpaCy_Score: 0.0000, Rule_Score: 0.4000), the Extension Office (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																						Carnegie Library (Score: 0.0000), Public Health (Score: 0.0000), the Extension Office (Score: 0.0000)	Carnegie Library (Score: 0.4000), Public Health (Score: 0.4000), the Extension Office (Score: 0.4000)																																																								"[{""text"": ""Carnegie Library"", ""label"": ""ORG"", ""start"": 18, ""end"": 34, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""Public Health"", ""label"": ""ORG"", ""start"": 60, ""end"": 73, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""the Extension Office"", ""label"": ""ORG"", ""start"": 78, ""end"": 98, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Thermopolis	United States	a man died of a robbery that took place at the bank that used to stand there. He is always moaning in the bathroom.	Kwik mart	wyoming	WY	-108.2119142	43.6444987	-108.2120432	43.6460672	False	False	1896/02/26	wikipedia	13.083333333333334		Morning	Unknown	Death	1896	False																																		Kwik mart	43.6444987	-108.2119142	original																																																																																	[]	[]
Thermopolis	United States	Building now torn down; footsteps used to be heard in the halls by the janitors when the school was locked up and basketballs would constantly dribble by themselves in the gym.	Old middle school	wyoming	WY	-108.2278024	43.64117539999999	-108.2120432	43.6460672	True	False	2025/05/26	wikipedia	13.166666666666666		Morning	Unknown	Natural Disaster	2025	False																																		Thermopolis	43.64607	-108.21204	description																																																																																	[]	[]
Torrington	United States	Reports of lady in white roaming the halls. Also, lockers banging in locker room. Locker 393 has stains on wall that glow in dark.	Middle School	wyoming	WY	-104.1930072	42.0715662	-104.1843942	42.0624646	True	False	2025/05/26	wikipedia	13.033333333333331		Morning	Ghost Light	Murder	2025	True																																		Middle School	42.0715662	-104.1930072	original																		393 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																																																						393 (Score: 0.0000)	393 (Score: 0.4000)								"[{""text"": ""393"", ""label"": ""CARDINAL"", ""start"": 89, ""end"": 92, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Upton	United States	Reports of creaking floorboards, ghostly moaning, trophies flying, chairs moving. Also in room 113 a younger kid broke in through the window and fell through the floor into the basement breaking his neck. The main stairwell is reported to have footsteps going up and down. Laughter, crying. NOTE: The High School was torn down on 9/15/02. But the site is still haunted.	Old High School Site	wyoming	WY	-104.6186341	44.0971193	-104.6280156	44.0997037	True	True	2025/05/26	wikipedia	13.0		Morning	Ghost	Supernatural Phenomenon	2025	True																																		Old High School Site	44.0971193	-104.6186341	original		The High School (SpaCy_Score: 0.0000, Rule_Score: 0.4000)																113 (SpaCy_Score: 0.0000, Rule_Score: 0.4000), 9/15/02 (SpaCy_Score: 0.0000, Rule_Score: 0.4000)						The High School (Score: 0.0000)	The High School (Score: 0.4000)																																															113 (Score: 0.0000), 9/15/02 (Score: 0.0000)	113 (Score: 0.4000), 9/15/02 (Score: 0.4000)								"[{""text"": ""113"", ""label"": ""CARDINAL"", ""start"": 95, ""end"": 98, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""The High School"", ""label"": ""ORG"", ""start"": 297, ""end"": 312, ""spacy_score"": 1e-05, ""rule_score"": 0.4}, {""text"": ""9/15/02"", ""label"": ""CARDINAL"", ""start"": 330, ""end"": 337, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Wind River Indian Reservation	United States	The A little black Ghost or spirit appears to follow you at night when you are by yourself or `outside at night. Sometimes things whisper your name or bother you.	The Reservation	wyoming	WY	-108.8340103	43.2832906	-108.8340103	43.2832906	False	True	2025/02/26	wikipedia	13.0		Afternoon	Ghost	Supernatural Phenomenon	2025	False																																		Wind River	42.98635	-108.88429	description																night (SpaCy_Score: 0.0000, Rule_Score: 0.4000)			spirit (SpaCy_Score: 0.0000, Rule_Score: 0.9000)																																															night (Score: 0.0000)	night (Score: 0.4000)								spirit (Score: 0.0000)	spirit (Score: 0.9000)					"[{""text"": ""spirit"", ""label"": ""GHOST_TYPE"", ""start"": 28, ""end"": 34, ""spacy_score"": 1e-05, ""rule_score"": 0.9}, {""text"": ""night"", ""label"": ""TIME"", ""start"": 106, ""end"": 111, ""spacy_score"": 1e-05, ""rule_score"": 0.4}]"	[]
Wind River Indian Reservation	United States	they say that the school is buried on a grave and that there was a student that died down in our shop. if you walk all alone you can hear things right behind you. Or you can hear a little girl laughing at every little thing you do. Or an old man sneezing.	Fort Washakie School	wyoming	WY	-108.8554808	42.99971370000001	-108.8340103	43.2832906	False	False	2025/02/21	wikipedia	13.0		Afternoon	Unknown	Death	2025	False																																		Wind River	42.98635	-108.88429	description																																																																																	[]	[]
